0.180963039,-0.201834247,0.363556504,-0.266891748,0.262368739,-0.34091121
0.19380106,-0.062823884,0.365724981,0.009037922,0.243174747,0.320397466
0.199283034,-0.109761633,0.362644076,-0.09915141,0.262379944,0.101491734
0.20765847,-0.110622853,0.408905476,-0.011656459,0.047026865,0.09003406
0.190695509,-0.108385943,0.339356661,-0.026204884,0.373223931,0.109850295
0.198351845,-0.109840877,0.360689372,-0.097855315,0.27059707,0.10201706
0.179794848,-0.201522589,0.361298651,-0.249579668,0.2759386,-0.34142977
0.193511531,-0.066070005,0.363591045,0.009958313,0.253110886,0.307486951
0.198455811,-0.109979101,0.36105293,-0.097569607,0.268391967,0.102211975
0.207703337,-0.110594176,0.408830047,-0.011481754,0.046536159,0.090201668
0.190556303,-0.108763143,0.339384407,-0.026377775,0.372759432,0.108403154
0.198331833,-0.110274926,0.360620975,-0.097673982,0.270460099,0.100654542
0.179912999,-0.20156081,0.361199766,-0.250041813,0.27569592,-0.341368556
0.193575814,-0.065901324,0.363119215,0.011656079,0.256532073,0.307860225
0.198466107,-0.109660581,0.360975623,-0.097074121,0.268642455,0.103750847
0.207547098,-0.110231154,0.40932557,-0.010433387,0.044511493,0.091542073
0.19072777,-0.107957028,0.339371383,-0.025776202,0.373898119,0.111744225
0.198513359,-0.109662004,0.360716701,-0.097441502,0.270302445,0.103713132
0.179747939,-0.201473191,0.361056983,-0.251603007,0.277199775,-0.341319323
0.193723828,-0.065994181,0.3636581,0.011306516,0.252907693,0.307630479
0.198783353,-0.109889545,0.361041665,-0.097793795,0.268700391,0.102154516
0.20743835,-0.11030364,0.409403086,-0.011842918,0.043999523,0.091429301
0.190495551,-0.108390853,0.339381456,-0.026044963,0.373642594,0.110076785
0.198149845,-0.10968823,0.360482484,-0.096802801,0.271642715,0.104192428
0.179848641,-0.201591477,0.360979974,-0.249828652,0.277298182,-0.34135142
0.194004923,-0.066106021,0.363525867,0.011735147,0.253284186,0.307658166
0.198407948,-0.112314232,0.360797524,-0.099780127,0.27055791,0.091224395
0.207418054,-0.111284055,0.410118371,-0.012231575,0.040930174,0.086687401
0.190744579,-0.109100156,0.339515507,-0.025406122,0.372145593,0.10671024
0.198165894,-0.110521652,0.360766649,-0.098398246,0.270131111,0.098949194
0.181144848,-0.201754361,0.36231184,-0.269336432,0.268617749,-0.341094732
0.194422543,-0.06564904,0.364337087,0.006210382,0.248441532,0.308526784
0.199395463,-0.110193208,0.361703038,-0.096989207,0.264241397,0.100205064
0.207578525,-0.111251496,0.409155339,-0.014892663,0.04457311,0.086731933
0.190805405,-0.108857751,0.339797676,-0.025382701,0.369498432,0.107767396
0.19817245,-0.110662252,0.360990912,-0.09801399,0.267844021,0.099019058
0.180089116,-0.201499969,0.362066299,-0.247444898,0.270826668,-0.341192484
0.193374112,-0.065974705,0.36371246,0.007989387,0.252836406,0.307361603
0.198422998,-0.108895116,0.361256957,-0.096482031,0.268305361,0.105178587
0.207425147,-0.110014692,0.409574419,-0.013305921,0.043073878,0.09302412
0.19046247,-0.107595704,0.339652181,-0.024093146,0.371931016,0.112830147
0.198350221,-0.109574646,0.361096531,-0.097416162,0.268304408,0.103545003
0.180092469,-0.201533496,0.361421287,-0.246426612,0.27448377,-0.341270953
0.193724051,-0.066048451,0.363573313,0.008417706,0.253222167,0.307688773
0.198411018,-0.110138066,0.361011744,-0.096677482,0.26892525,0.100448303
0.207412302,-0.11095468,0.410062402,-0.013694399,0.041100983,0.088331372
0.19066292,-0.108656563,0.339544654,-0.026998684,0.37249893,0.108169585
0.198688,-0.110190317,0.360830426,-0.098098464,0.270512044,0.100790448
0.179833427,-0.201506257,0.361328989,-0.246495724,0.275794327,-0.341430932
0.193855494,-0.066053689,0.36387521,0.007951597,0.251856029,0.307516307
0.198800549,-0.11026267,0.360985219,-0.096404865,0.268828958,0.100626931
0.207590908,-0.110780083,0.410057545,-0.014155101,0.041568205,0.088326171
0.190789342,-0.108549282,0.339625537,-0.025718885,0.37231952,0.10816814
0.198485717,-0.110288806,0.361492902,-0.098299406,0.267217636,0.100403324
0.180065259,-0.201508895,0.361959875,-0.246904463,0.272708416,-0.341161221
0.193853542,-0.066097364,0.364042759,0.007587117,0.251724958,0.307413787
0.199021712,-0.110251606,0.361469179,-0.096591167,0.266485333,0.100576848
0.207509533,-0.110857874,0.409243405,-0.013562534,0.045037236,0.088487327
0.190782502,-0.108738989,0.339468986,-0.025068495,0.372532189,0.10821867
0.198800892,-0.11025276,0.360919446,-0.097958982,0.269210994,0.100635432
0.180286899,-0.202189058,0.361894667,-0.269622892,0.271075547,-0.342867851
0.193915844,-0.065735862,0.363910645,0.008426931,0.250955671,0.308803171
0.199172154,-0.110552788,0.361219347,-0.098510146,0.267197341,0.098862737
0.207794353,-0.111068271,0.409094483,-0.0136289,0.045883778,0.08687415
0.191002175,-0.109014057,0.339235693,-0.025386311,0.373712271,0.106872313
0.198447019,-0.110178329,0.361003369,-0.096686028,0.269020528,0.100555092
0.179788738,-0.201580182,0.361623317,-0.247796327,0.272702366,-0.341410041
0.193529263,-0.065676831,0.363877296,0.008294462,0.251263171,0.308880061
0.198510394,-0.109974734,0.361022592,-0.097562872,0.268541038,0.1022195
0.20751518,-0.110195845,0.409727871,-0.013865398,0.042862236,0.091459982
0.190427631,-0.10808219,0.33951053,-0.024043815,0.372166127,0.111503817
0.198518664,-0.109510064,0.360694021,-0.09728197,0.270294756,0.103855498
0.179916918,-0.201486081,0.361210525,-0.248569727,0.275678664,-0.341385692
0.193626076,-0.066094175,0.36324656,0.009052669,0.254633099,0.307908922
0.198514521,-0.109617554,0.360519946,-0.095377423,0.270853639,0.103986636
0.207879394,-0.109824769,0.409252018,-0.013624163,0.044988025,0.093188331
0.190901175,-0.107713953,0.339455932,-0.025170255,0.372582525,0.113428988
0.198509902,-0.109495856,0.360601664,-0.095825501,0.27088058,0.103863366
0.179934621,-0.201494291,0.361234009,-0.248328969,0.275437176,-0.341240138
0.193455398,-0.065567471,0.363424242,0.008638771,0.254329443,0.309179962
0.198308378,-0.109248459,0.360486388,-0.095213324,0.271881938,0.105517171
0.207566366,-0.109911755,0.409292549,-0.011868644,0.044553798,0.093183368
0.190555155,-0.107826717,0.339382827,-0.024779191,0.373308986,0.113355309
0.198380128,-0.109437667,0.360693544,-0.096385591,0.269719452,0.105489559
0.179732263,-0.201565593,0.361311525,-0.248046488,0.27495572,-0.341174781
0.193436474,-0.066139244,0.363368928,0.008861857,0.254068136,0.307738096
0.198330656,-0.109880932,0.36071068,-0.097469777,0.270110607,0.102396578
0.207492024,-0.110862784,0.409273446,-0.011870393,0.044747353,0.088378668
0.190691769,-0.108870067,0.339312226,-0.024608001,0.373641402,0.108589865
0.198514402,-0.109779388,0.360799253,-0.097898461,0.270055562,0.10227567
